# 2014/04/28 - 13:26
SP_PRIMARY,PDB
A7ASX7,3i3r;3k2h;3kjr;3nrr
A7ATL3,3o2e
A7AV23,2lbb
A7AV51,3kx6
A7AZY1,3u7z
A7AZY4,4ib2
A7B039,3noh
A7B0S2,4gl6
A7B1J1,3nrl
A7B2S7,2mc8;4hyz
A7B4J8,3nyy
A7B4L9,4esn
A7B6P0,3jr7
A7B6R4,2mct
A7BAF7,4mjg
A7BBB2,3up9
A7BFV6,3a2b
A7FGQ3,3onm
A7FS24,4jen
A7FS27,4kys
A7FYA1,3a5f
A7HM60,3cyg
A7HNC0,3nco;3rjx;3rjy
A7IGZ0,4dyv
A7IKN6,4k29
A7IKQ4,4ovr
A7ILT8,4hz2
A7IQH5,4gh5;4itu
A7IXR1,3oy2;3oy7
A7IZF3,2lm9
A7J3A1,4f5x
A7J8L3,2vj1
A7JQU5,4iq1;4iw9
A7KAX9,3iug
A7KCP4,4j4w
A7KH27,3w35;3w36
A7KT36,2w1k
A7KT63,3g66;3g69
A7KV39,3r3p
A7L692,3m8l
A7LAI8,3i41;3i46;3i48;3k55
A7LBL3,4mx2
A7LBW5,2q8v;2qdo
A7LCX1,4i1s
A7LI25,4edb
A7LQL7,4jrl
A7LR39,4hw6
A7LR42,3p02
A7LRD6,4gzv
A7LRK2,3ohg
A7LS31,3npf
A7LS78,3p1v
A7LSX5,4lhs
A7LT22,2ml5
A7LT28,3oqq
A7LUP9,4jrf
A7LUR6,4fdw
A7LV19,3nfv;3nnb
A7LVT2,4ayj;4ayl;4cj8;4cjb;4cjc
A7LWF7,4onz
A7LXE2,4ipb
A7LXT7,3zmr
A7LXU7,4fxt
A7LZ30,3urz
A7LZB4,3nmb
A7LZL0,3n6z
A7LZP6,3nqk;3sot
A7LZS1,3p2c
A7M003,3n91
A7M022,4c90;4c91
A7M066,4irt
A7M0D0,4dqa
A7M0J4,3qc2
A7M0J6,3on6
A7M120,3n8u;3oyv
A7M1K9,4dwe
A7M1U3,3pay
A7M1U4,3up6
A7M287,4e9k
A7M2H0,4orl
A7M2I6,4e6f
A7M2Q4,3orj
A7M397,4fs7
A7M3W3,4f53
A7M441,4hbs
A7M4B4,4nrd
A7M4D9,3ufi
A7M4E1,4eps
A7M5V0,4id2
A7M5Y8,4dsd
A7MAS3,3opy
A7MB62,1k8k;1tyq;1u2v;2p9i;2p9k;2p9l;2p9n;2p9p;2p9s;2p9u;3dxk;3dxm;3rse;3ukr;3uku;3ule;4jd2
A7N805,4axv
A7RCB1,1fvi
A7RZU9,3re2
A7TMA9,4f1n
A7TR32,3rv0;3rv1
A7TUD3,3c6d
A7TUX7,3vax
A7TZT4,3ixx
A7UD81,3qgt;3um5;3um6;3um8;4dpd
A7UPX0,3sm5;4hkx
A7UQX3,3mxg
A7UXZ0,4kq7
A7UY07,4ghn
A7UZ95,4k4k
A7UZL6,4m8k
A7V066,4hxc
A7V0E7,2ml6
A7V158,4k61
A7V185,4ghb
A7V1G8,4i8i
A7V213,4jqs;4pxy
A7V5N4,3dsm
A7V5T8,4h4j
A7V626,4iab
A7V680,4eiu
A7V6A1,2mhd
A7V743,4iyj
A7V8C0,4jpq
A7V8P4,4gl3
A7V9P0,4epz
A7VAB4,4j8p
A7VAR7,4iyk
A7VAU1,4mxt
A7VL37,3ef4
A7VTE5,2kob
A7VV38,3pe5
A7VWX7,3hvz
A7WKI3,4hv0
A7X435,3w01;3w02
A7XNI2,3g9d;3o5t
A7XUK7,2x2s;2x2t
A7XWN5,4b8o
A7XX65,3wod;3woe;3wof
A7YKL0,3dm2;3dmj;3dok;3dol
A7YYL1,2uyw;2uz2
A7Z338,3bgo
A7ZKI9,3gcm;3gme
A7ZQC7,3c1d
A7ZRU7,3df1
A7ZS61,3gcm;3gll;3gme
A7ZSI3,3df4
A7ZSJ1,3df4
A7ZSJ7,2qov;2qoz;3df4
A7ZSK0,3df1
A7ZSK6,3df4
A7ZSL0,2ykr;3df1
A7ZTQ9,3df2
A7ZUJ6,3df2
A7ZVX1,3df3
A7ZXU7,3bf7
A7ZZ46,3df4
A8A0R0,3df4
A8A3B6,3df3
A8A4M2,3df3
A8A4Y1,2qou;2qoy
A8A500,3df2
A8A5A2,3df1
A8A5A6,3df2;3df4
A8A5B4,3df2;3df4
A8A5C4,3df2;3df4
A8A5C5,3df2
A8A6G4,3df4
A8A7U8,3df1
A8AAA0,3j1r
A8AC72,4bk8
A8AR30,4ng7
A8ASG6,3wmm;3wmn;3wmo
A8AW49,4igb
A8B1V5,3meb
A8B2K2,3s5p
A8B3A8,3th6
A8B8N3,3foc
A8BB85,3kzf;4jz7;4jz8;4jz9;4olc
A8BD71,3i3f
A8BFP4,3t5s
A8BGX6,3krb
A8BKD1,2vvg
A8BMG9,3r9l
A8BMJ0,3o85
A8BMP7,2lxf
A8BNY1,2jx5
A8BQJ3,2ffl;2qvw
A8BR89,3ial
A8BY54,3pz6
A8BZ95,3gbz;3gc0
A8C927,3mte;3p2e;3p2i;3p2k;3pb3;4ox9
A8CDU0,2ipk
A8CGC7,2xyy;2xyz
A8D0E6,2jve
A8DG50,3m5l;3m5m;3m5n;3m5o;3rc6;3su0;3su1;3su2;3su3;3su4;3su5;3su6;3sud;3sue;3suf;3sug;3sv6;3sv7;3sv8;3sv9;4nwk;4nwl
A8DS27,3c5a;3dw0
A8DS38,2pre
A8E0K8,3a3e;3a3f;3a3i
A8E1U5,2rdg;2rdh
A8E6E2,3piw
A8EVM5,3rvy;3rvz;3rw0;4ekw;4ms2;4mtf;4mtg;4mto;4mvm;4mvo;4mvq;4mvr;4mvs;4mvu;4mvz;4mw3;4mw8
A8FMJ3,4lxq;4lxt;4lxu;4lxx;4lxy;4ly0;4ly3
A8FNH9,3n29
A8GFD6,4lgx;4nzc;4ptm;4q22
A8GT84,2lss
A8GTI9,4j5u
A8GTN0,4jga
A8H0C8,4lyy
A8H6D2,4kpk
A8H7M5,3mqt
A8H9D1,3sjn
A8HN58,2yc2;2yc4
A8HTB8,3my9
A8HWY8,4k62;4k63;4k64;4k65;4k66;4k67
A8I0L8,2ln8
A8INQ0,4m9q
A8IP97,1bw8;1i31
A8IW39,3qgu
A8J7D3,3gze
A8JCA4,4p17
A8K008,4o5l
A8K4Y7,2rr4
A8K6A4,1pd6
A8K8P3,2k2i
A8KRL3,2rd3;3ibx
A8LBF3,2rk0
A8LS88,3sqs
A8MQA5,2ru1
A8MT69,4dra;4drb;4e44;4e45;4ndy;4ne1;4ne3;4ne5;4ne6
A8MW92,2eqm;2equ;2jtf
A8MYU2,4hpf
A8N031,4j05
A8N286,3hh7
A8NN94,2ftc
A8NRB3,3w9a
A8PUY1,3uue;3uuf
A8PWE4,2xti
A8PWE6,2xgt
A8Q0Z3,4l83
A8QCW6,2mbf
A8QGU4,4jcp
A8QW55,3ue6;3ulf
A8QYL1,2z4t
A8R5D9,3iox
A8R7E6,4eby;4ebz
A8TYI5,3ugv
A8ULG6,4h56;4i0n
A8W3P3,2lht
A8W790,2z8d;2z8e;2z8f
A8WFV1,4ipe;4ivg;4iyn;4j0b
A8WHX9,2mhf;3ukn;3ukt;3ukv
A8YPQ5,2ved;4jmp
A8YPQ6,2ved;4jlv
A8YPQ8,4jlv
A8Z1E8,3nkh
A8Z2S1,3kor
A8Z4R3,3mlf
A8Z540,3d7r
A9A2C7,2m08
A9A677,3s0x
A9AC61,4njg;4njh;4nji;4njj;4njk
A9ANE0,4gkb;4glo;4gvx
A9ANE4,4dlf;4dlm;4dnm;4do7
A9ANW2,3w4q
A9B055,3ik4
A9BPK4,2wkn
A9CBG4,2ywy
A9CBG5,2ywz
A9CEJ3,1zp6
A9CEJ9,3a0o;3afl
A9CEK0,3edm
A9CEL1,3es4
A9CEQ7,4mup
A9CEQ8,4ggb;4hpn
A9CEQ9,4hp8
A9CF87,3dci
A9CFG3,1znp
A9CFJ8,1vki
A9CFJ9,2ycd;3lq7
A9CG77,3d7n
A9CG82,1zcc
A9CGA4,2ap6
A9CGA5,4eq7;4euo
A9CGZ4,2hmc
A9CH28,2hk0;2hk1
A9CH39,4dja
A9CH74,3lm2
A9CH91,2jmb
A9CHC6,3by5
A9CHD2,2qv5
A9CHE9,3r79
A9CHF5,2hrz
A9CHH7,2axo
A9CHJ4,1zce
A9CHM9,2jq4;4h2w;4h2x;4h2y
A9CHN1,2ijl
A9CHP3,3hl0
A9CHQ7,2rbc
A9CHR2,3b4u
A9CHT9,2r8b
A9CHU9,2fsr
A9CI02,2o8i
A9CI16,2i7g
A9CI22,2hly
A9CI25,2ge3
A9CI53,2dxq
A9CI62,2q2h;2q2i
A9CI91,2odf
A9CI98,3dnh
A9CID8,3c2b
A9CIE0,2ob5
A9CIG0,2pjs
A9CIG4,2b1y
A9CIH8,3i4p
A9CII5,2nwh
A9CII6,2qnt
A9CIK7,2i3d
A9CIL3,2jya
A9CIP4,3fhm
A9CIP6,3k6h
A9CIQ1,2ppx
A9CIT6,4gfi
A9CIY5,2hwj
A9CJ11,3e4d
A9CJ14,2r6i
A9CJ26,2a9s
A9CJ43,4ibo
A9CJ63,3d01
A9CJ67,2rfl
A9CJC8,2kpq
A9CJD6,2k2p
A9CJF9,3hi0
A9CJQ0,3fd3
A9CJR4,1yr0
A9CJS5,2fex
A9CJT2,2kjz
A9CJW3,2fdr
A9CJY7,2k54
A9CJY8,1zhv
A9CK16,2a8n
A9CKA1,2r9q
A9CKD6,2igt
A9CKF0,2qni
A9CKF1,2fiu
A9CKG4,2g7s
A9CKI6,2gax
A9CKI7,3fbs
A9CKJ2,2fa8
A9CKK7,4nd9;4ne4
A9CKP1,2i6h
A9CKP4,2fsq
A9CKT4,2fre
A9CKT8,2pnw
A9CKY2,2r2d
A9CL57,4imr
A9CL58,4id9;4idg
A9CL63,2nql;4dn1
A9CLJ4,1vqy
A9CLP4,2aeg
A9CLR1,3ks5;3ks6
A9CP13,3anu;3anv;3awn;3awo
A9CQL4,3q0x;3q0y
A9D2J3,3t8q
A9DKW4,4icn
A9GEI3,3s5s
A9IH93,3mqg;3mqh
A9IWN6,4mei
A9J573,3pes
A9J7N5,3bb7;3bba
A9JQL9,2zco;2zcq;2zcr;2zcs;2zy1;3acw;3acx;3acy;3adz;3ae0;3lgz;3tfn;3tfp;3tfv;3vjd;3vje;3w7f;4e9u;4e9z;4ea0;4ea1;4ea2;4f6v;4f6x
A9JTH8,4acj
A9KIC5,3brs
A9KIW7,3cu5
A9KJQ6,3bt3
A9KN57,4c3s
A9LI60,3g6l;3g6m
A9LIE0,4ctj;4ctk
A9LLA5,3b98;3b99
A9LN30,2whd
A9N7P9,1mp3;1mp4
A9NFJ2,4nbt
A9PCL4,1tp9
A9PFX3,2j89
A9PKC6,2pwo;4b4n;4inb
A9QPL9,2lcy;2lcz;2m5f
A9RB27,4h6a
A9SNI6,4ak9
A9TXA6,4kpn
A9UJZ9,3oht
A9ULH4,3tig;3tii;3tin
A9UTG5,2xhe
A9V0L3,2xhe
A9VEV6,3vou
A9W9U6,3mb2
A9W9V0,3mb2
A9WC34,4e3e
A9WCA2,3cmn
A9WCL5,3t6k
A9WDG5,2rhm
A9WFT0,3qbm
A9WGF5,3pxp
A9WHE0,4dn9
A9WHX7,3kgy
A9WJL5,3nrg
A9X4C2,3zfe;3zff;3zfg;4aed;4c0u;4c0y;4c10
A9X6P7,3ubm
A9X9K8,1v5e;2dji
A9XFZ7,2ln4
A9XG43,4fvb;4fvd;4ghq;4ght
A9YN63,4hzv;4hzw;4hzx;4hzy;4hzz;4i00
A9Z0I5,3twi
A9ZSX9,3wh1;4ij4
B0B0V1,3jzj;3k00;3k01;3k02
B0B6I9,2wad;2wae
B0B7L2,3qh6;3qh7
B0B7W8,4ilo
B0B8F8,4mlk
B0B8K5,3q7r;3q7s;3q7t
B0B8Z7,4ilq;4mpo
B0BFQ1,3fyn
B0BGB0,3fuy
B0BGV9,3ghj
B0BHE4,3fxh
B0BLW3,4li1;4li2
B0BXR4,3tj5;3tj6;4lq8
B0CGS2,4ni5
B0CIA7,4npc
B0CL43,4o6v
B0F481,4a0f;4a0g;4a0h;4a0r
B0F9F6,2yg3;2yg4;2yg5;2yg6;2yg7
B0FXJ2,1cse
B0I3E0,2zqm
B0I3E2,3aei
B0JDW3,3hf3;3hgj
B0JFB8,3bt4
B0K969,4lza
B0KAH1,3kru;3krz
B0KAW2,4ag5;4ag6
B0LJC7,2mc7
B0LKZ4,4o65
B0LPL6,3tcq
B0LPN4,2k2f
B0MAG5,3uj2
B0MKR4,4nzk
B0MNI4,4obm
B0NC68,4oh1
B0NI18,4leh
B0Q556,3cux
B0Q840,2qio
B0R5M0,2cc8;2ccb;2vx9;4b2h;4b2j;4b2k;4b2m
B0R748,4af1
B0R9W3,2x98
B0RM05,4kg1
B0RM26,2fuk
B0RMW8,2fa5
B0RN69,3dr2
B0RS32,3dmb
B0RT03,3ph1;3rqa
B0S4P3,2zni;2znj;3dsq
B0SWV2,4ayo;4ayp;4ayq;4ayr
B0T0B1,4fi4
B0TZL4,4jos
B0TZW0,3r0k;3r0u;3r10;3r11;3r1z
B0V1H4,4irl
B0V2N1,3sr9
B0V6J7,4m9c
B0V6M1,4l3u
B0V7M7,2mmb
B0V9K7,4opm
B0V9T6,2xkj;2xkk
B0VA03,2wt9;2wta
B0VD92,4ej7;4feu;4fev;4few;4fex;4gkh;4gki
B0VHH0,2y7d;2y7e;2y7f;2y7g
B0VMV2,4e75;4e79
B0VP98,2xkj;2xkk
B0XPI4,4bju
B0Y2Y2,2xtk;2xvp
B0YPL1,4bmo
B0ZE06,4dzz;4e03;4e07;4e09
B0ZE32,2x83
B1B4V9,3gr9
B1FXZ2,4mf5;4mf6
B1FZ96,4kdu;4kdx;4ke3
B1GB42,4kd6
B1H267,3hpb;3hpc
B1IBM3,3zh4
B1IPY9,3df2
B1IPZ3,3df1
B1IQ05,3df2
B1IS70,4b5s;4b5t;4b5u;4b5v;4b5w;4b5x
B1IT03,3df4
B1IV14,3df2
B1IV40,3mjm
B1IY84,3df2
B1JJ73,4aih;4aij;4aik
B1JJT3,2xpd;2xpe;3zrd;3zre
B1JJZ9,4f8c
B1JL34,3occ
B1JQG4,3iie
B1JRD8,4e22
B1JSA0,2y6t
B1L4V6,3p4h;3ta5;3ta7
B1L831,3jxo
B1L8C6,1yab
B1L914,3din
B1L999,1z82
B1LBP1,2mew
B1LF57,2ykr
B1M0X3,4jed
B1MB31,3r8c;4die
B1MC45,3sll
B1MC71,3tx2
B1MCW0,4gk6
B1MD68,4i0x
B1MD69,4i0x
B1MDI3,3quv
B1MDQ6,3rr6
B1ME10,2m0n
B1ME52,4guz
B1MEE0,3qxz
B1MFF5,4hr3
B1MGB2,3tav
B1MGI6,3r9q
B1MHW4,3r9r
B1MIA8,3rsi
B1MIQ9,4ffc
B1MJ43,4mi2
B1MJ53,3r6o
B1MJ88,3rih
B1MK77,3tcr
B1MKD5,4dxl;4ed4;4emd
B1MKP6,3rrp
B1ML12,3trr
B1ML27,4eye
B1MLR7,3s55
B1MM02,3swx
B1MMM4,4pob
B1MPB5,3r7k
B1NEV4,3j60
B1P0S1,4ke2
B1P3E1,4dyd;4e12;4e13
B1PNC3,4hvf
B1PND0,4jeo;4jf9;4jge
B1PPP0,4khm;4khr
B1PWB9,3zzx;4aj6;4aj7;4aj8
B1Q236,4of0;4of3;4of6;4of7;4ofy
B1R775,4mkm;4ni6
B1RZQ2,4n6c
B1UL22,3edn
B1VB78,3pac
B1VBB0,4hmc;4hmd;4hme;4mb3;4mb4;4mb5
B1VZT1,3vgk;3vgl;3vgm
B1WBP0,3rl3;3rl4;3rl5
B1WPD5,3nj2
B1WVN5,2f3l;2g0y
B1X6E7,4jkr
B1X7X1,3mkl
B1XB85,4iot
B1XBJ1,4oaa
B1XGB5,4fjs;4fju
B1XKC6,4gox
B1XLD2,3sql;3sqm
B1XMM6,3vz1;3vz2;3vz3;4it9;4ita;4itb
B1Y9Q9,4df0;4df1
B1YAL1,3t2b;3t2c;3t2d;3t2e;3t2f;3t2g
B1YEL3,3jx9
B1YEL6,3gy9;3gya
B1YEV7,2hkv
B1YFH3,3lws
B1YFV8,4hyj
B1YG32,3ge6
B1YH80,3ksp
B1YHC8,3er7
B1YJ68,2q9k
B1YJX4,3b77
B1YK61,3c18
B1YKD7,2q04
B1YKJ9,3lov
B1YKR8,3d2l
B1YL86,3l6u
B1YM69,2pn1
B1YMF4,3nl9
B1YSS6,4eg0
B1YT10,3t4c
B1YVV9,4e4t
B1YXI0,4fry
B2ACC7,2wvo
B2AM55,3mkh
B2BKB1,3rkr
B2BMD1,3gzu
B2BN53,3n09
B2C3H7,3suj
B2C3H9,3suk
B2C3I1,3sul
B2C3I4,3sum
B2CCB8,2r60
B2CP37,2q2l
B2CY50,2xsk
B2CZF3,3dkr;3dlt;3dyi;3dyv;3e1g
B2FQ63,3mhx
B2FR92,4grh
B2FRL2,4a9w;4c5o
B2G3C8,4kts;4ktu
B2H5R7,3eoo
B2HD26,3swt
B2HD64,3qmj
B2HDS7,4kam
B2HDU6,4f3w
B2HE09,3r1i
B2HE62,4pq9
B2HEA7,3rfq
B2HHI0,4di1
B2HI06,4f47
B2HIH3,3qdf
B2HIZ6,2vfb;2vfc;3ltw;4b55;4c5p
B2HKH2,3tzu
B2HKN3,3tzq
B2HL85,3rr2
B2HLX2,3qh4
B2HM22,3qk8
B2HMZ1,3qxi
B2HN47,3u0a
B2HN70,3r4t
B2HP50,3rv2
B2HPZ3,4dq8
B2HQD1,3qre
B2HS63,3sbx
B2HSG1,3r6h
B2HSK3,3qka
B2HT54,3qbp
B2HVG8,3o82;3o83;3o84;3u16;3u17
B2HYC1,4mp4
B2I0J9,3ue1
B2I241,4iuy
B2I5L9,3gt5
B2IQ22,4km3
B2IUW9,2wc7;2wcs;2wkg
B2IVH9,4o1r
B2IY64,3kol
B2IZD3,2j68;2j69;2w6d
B2IZS7,3e56
B2J066,2keq;4kl5;4kl6
B2J0D8,2i02
B2J0I0,2ymu
B2J3U5,3no4
B2J528,2nyf
B2J5W7,3msq
B2J6L8,2o62
B2J7U5,2qdr
B2J821,2keq;4kl5;4kl6
B2J846,2p4o
B2J933,2i51
B2J9B4,2evr;2fg0
B2JAN5,3d7q
B2JEW3,4ewg
B2JF31,4h3y;4h3z
B2JNW3,2rgy
B2JVC5,4jqp
B2KJ46,3ctm
B2KPN7,2jqb;2jqc;2yyf
B2KYG8,4bs9
B2L9C1,3fpx;3pxl;3v9c
B2LWN3,2vul
B2MVM5,2kjf
B2NHN2,2d80;2d81
B2NL10,2ovi
B2NL16,1u9t
B2R7U1,3czu
B2RH75,3kw2
B2RKN6,4ns1;4nsn
B2RM04,3fi9
B2RXC2,2aqx
B2RXH2,2w2i
B2S6A2,4hzc;4hzd
B2SNP4,3vzi
B2SU53,3ugm
B2T4I1,3mkv
B2TEP5,2rjo
B2TEV0,2rbb
B2UCA8,3rr1;3rra
B2UHR8,2yqb;3zbm;3ziy;4ax3
B2UIZ1,3p0w
B2V8E3,4g7a
B2WW42,4ope;4opf
B2WW50,4oqj
B2Y2M9,3kf2
B2Z3V8,3smv
B2ZAB4,3mtv
B2ZB02,3nm8;3npy;3nq0;3nq1;3nq5;3ntm;4d87;4hd4;4hd6;4hd7;4j6t;4j6u;4j6v
B2ZGS7,3d5h;3hu7;3m7s;3oih
B2ZRS9,3nbc;3nbd;3nbe
B2ZUN0,3j22;3j23;3vbf;3vbh;3vbo;3vbr;3vbs;3vbu;4cdq;4cdu;4cdw;4cdx;4cew;4cey;4ika
B2ZWE9,4pve;4pvh;4pvj;4pvk;4pwb;4pwc
B3A043,3h4w;3h4x
B3A0L5,2li3
B3A0S5,3u7b
B3D6W2,4k7x
B3DIN1,3v44;3v47
B3DUZ7,3s1i;3s1j;3ubc;3ubv
B3EWH9,3vts
B3EWQ9,3ujo;3ujq;3uk9;3ul2
B3EY83,2l5p
B3EY95,4eu3;4eu4;4eu5;4eu6;4eu7;4eu8;4eu9;4eua;4eub;4euc;4eud;4fac
B3EYM8,3cu9;3d5y;3d5z;3d60;3d61
B3F051,2lj7
B3F2X3,3n09
B3FK34,3j5v;3r4v;3rb8
B3FQS5,3cp5
B3GA02,2lie;2liq
B3GQD0,3dc0
B3HBB7,3eoi
B3HGB0,2ykr
B3HI59,4lrv
B3HWD5,3nrp;3nrq
B3IUA8,4gq7
B3IVI6,3we0
B3IWN8,4au6
B3L8G9,4iv8
B3LB24,3hfd
B3LDA6,4ggn
B3LEP7,3eb7
B3LRE1,4jm5;4jm6;4jm8;4jm9;4jma;4jmb;4jms;4jmt;4jmv;4jmw;4jmz;4jn0;4jpl;4jpt;4jpu;4jqj;4jqk;4jqm;4jqn;4nva;4nvb;4nvc;4nvd;4nve;4nvf;4nvg;4nvh;4nvi;4nvj;4nvk;4nvl;4nvm;4nvn;4nvo;4oq7
B3PBD9,2xvg;2xvk;2xvl
B3PC73,1gqi;1gqj;1gqk;1gql;1h41
B3PD60,3qed;3qee;3qef
B3PDB1,3v3w;3v4b
B3PDE5,2w9x
B3PEE6,4b9y;4b9z;4ba0
B3PFT7,2va0
B3PGI1,4cd4;4cd5
B3PIB0,2waa
B3Q7C0,4gw9
B3QER1,3kgz
B3R6T4,4nbv
B3RFR8,2k35
B3TKQ3,3m5n;3m5o
B3TLD6,4h04;4jaw
B3TMR1,3m9v;4kcf
B3TMR8,3rbv;3rc1;3rc2;3rc7;3rc9;3rcb
B3U4H7,3nn1;3nn2;3nn3;3nn4;4m05;4m06;4m07;4m08;4m09
B3VBK9,4b8v;4b9h
B3VGI6,4j2n
B3VH91,2x8w;2xw6
B3VNK2,3dbj
B3VNK3,3dbj
B3VQJ7,3ppu
B3VQP5,3ol6;3ol8;3ol9;3ola;3olb
B3XNW8,3d5l
B3Y018,3wa6;3wa7;4j0c;4j0d;4j0g;4j0h;4j0i;4j0j;4j0k;4jui
B3Y8K5,2zpr
B3Y8K6,2zps
B3Y963,3ayf;3ayg
B3YEF4,3ak8;3ak9
B4ABW6,3ez9;3ezf
B4ADV2,4kwc
B4E0K5,3fc1
B4E589,4ohc
B4E5F5,2y5j;2y5s
B4E5P7,4jig
B4E5S2,4oo0
B4E5V4,4je1
B4E5Y6,4f82
B4E5Z6,4jpd
B4E6Z1,4mow
B4E7B5,2y27;2y4n
B4E7W8,4mf4
B4E926,4lih
B4E9I9,4cog
B4E9U7,4mh4
B4EA21,4grd
B4EA43,4g6c;4gnv;4mss
B4EA96,4dgq
B4EAU4,4k6c;4k6f
B4EB17,4lc3
B4EB35,4e84;4e8w;4e8y;4e8z
B4EC22,4c8e;4c8g;4c8i
B4ECY9,4mso;4n0w;4ot8;4otl
B4EDA2,3tml
B4EEQ5,4b6z
B4EEU0,4lfy
B4EFL1,4lw8
B4EFV2,4lsb
B4EGA9,4pup
B4EGC8,4n5f
B4EH14,4o5h
B4EH86,2wq4;2xr4
B4EH87,2vnv;2wr9;2wra
B4EII9,4lzk
B4EJX1,4o6r
B4EKU2,4maq
B4EL08,4mg4
B4EL89,2y4o
B4EMD1,4o2h
B4EPK2,4noz
B4ETT2,3olq
B4EUU9,3rpj
B4EVM3,3w9u;4gw3
B4EXV8,3rhg
B4EY22,2wsw;4m8j
B4F366,4cv7
B4F3C5,4csb
B4F6I0,3ulj;4a75;4a76;4alp
B4FUM2,3vo2
B4KM86,4hi7
B4UQM4,2kix;2ljb;2ljc
B4URF1,4dya;4dyb;4dyn;4dyp;4dyt
B4XMC6,2qgh;3c5q
B4XN22,4eq2;4eq3
B4XT43,3dtp
B4Y381,4jel;4jem
B4Y891,4iov
B4YNG0,3j26
B4YSU1,4l8o
B5A7L9,3qkw;3rhz
B5ABT1,3e8t;3e8w;4g0s
B5AKV3,2k1i
B5ANU3,3s5c
B5APQ9,3mxl
B5ARZ9,4gkl
B5B0L4,3nnk
B5B9W8,3dte;3dti;3dtk
B5BP20,3wbh
B5BRC3,4jc2
B5CE28,2xf4
B5CY74,4ak5;4ak6;4ak7
B5CY92,4awd
B5CY96,4aw7
B5DCA0,4awy;4awz;4ax0;4ax1
B5DCK2,2wgo
B5DF11,2kzy;2l00
B5EMY1,3f9s
B5EU32,4elz
B5F9P4,3vcy
B5GLC0,3gmx;3gmy
B5HKU0,4bmh
B5HSR1,4m3h
B5I0A0,2ls1
B5L6K6,3ndi;3ndj;4e2w;4e2x;4e2y;4e2z;4e30;4e31;4e32;4e33
B5LYJ9,3r0e
B5MGF8,3js8
B5MZR0,4arh;4aw8;4ayh
B5N507,4bbp
B5QNF0,4iuw
B5QNU9,4k7c
B5R540,4g81
B5R541,3tw9;3twa;3twb
B5SKX1,4kf9
B5T007,3ult
B5TTX7,2lrf
B5TYU1,3c3v
B5U2V4,2lbz
B5U8Q1,3uwc
B5XKN1,4es8;4es9
B5XTG2,4gck;4gfl
B5XTS6,4awx
B5XVG7,4n18
B5XYG3,4f7w;4gi7;4ne2
B5XZJ6,2mbs;4mcu
B5Y097,4gqa
B5Y388,3ucs
B5YVR5,2y2t;2y2y
B5YYV7,4k6b
B5Z7L9,3sxp
B5Z8Y5,2y3y
B5Z9J2,4ino;4inp;4ls3
B5ZA76,3qbu;4ly4
B6A876,3oa5;4a5q
B6A879,4dws
B6A880,4igl
B6A882,4igl
B6CAM1,3nal;3nam;3nan
B6CDL6,3pft
B6CHW7,3f7k;3f7l
B6D7J9,4jz5
B6DMH6,3e6r;3e6s;4ism;4isp;4itt;4itw;4iwj;4iwk;4ixk
B6E129,4k0w
B6ENP9,2w7w
B6F143,2zzj
B6I220,2ykr
B6I230,2ykr
B6I2A6,2ykr
B6I985,3v48
B6JPK4,3ub6;3ub7;3ub8;3ub9
B6K9M7,3zld;3zle
B6KAM0,2x2z;2y8r;2y8s;2y8t
B6KBH9,4mjz
B6KLP1,3zld
B6KP12,3rp9
B6KV60,2y8s;2y8t
B6R2Z6,3mkc;3nzg
B6R2Z8,4jhm
B6SBV8,3qay
B6SEG4,4ex6;4ex7
B6SEG5,4ex8;4ex9
B6T563,4kpo
B6VCV4,2lbo
B6VGX5,3ifu
B6WRT5,4lg3
B6WUJ7,4hlb
B6WX57,4nkp
B6YTD8,4dwz;4fc5
B6YTT4,3zpj
B6YTZ3,3ueb
B6YU74,3k1j
B6YW62,4l7m
B6YX36,4ap9;4b6j
B6YXG0,3l18
B6ZHE7,4k7b
B6ZK72,3rga
B7ACC1,4i95
B7ADR8,4gpv
B7AF65,4l3r
B7AGA3,4hbr
B7AGJ1,4jgl
B7AGU1,4ici
B7AHL2,4l8j
B7AHW8,4gdz
B7AKX5,4lba
B7AM07,4eco
B7AM82,4ftd
B7DSY7,3qld
B7FGU6,3us6
B7GMZ0,3quf
B7GNK7,3mvk
B7GNN8,3mo4;3ues;3uet
B7GNQ3,3omb
B7GS97,4ecd
B7H2D1,4hkg
B7I8D0,4i6k
B7IR02,3u3w
B7IZX9,4bl4
B7J6R7,3luu
B7J8Z8,3l2h
B7JA91,3g7p
B7JBP8,3kpk;3sx6;3sxi;3sy4;3syi;3sz0;3szc;3szf;3szw;3t0k;3t14;3t2k;3t2y;3t2z;3t31
B7L4E5,2ykr
B7LFS8,3rx9
B7LRA7,4p1e
B7LZE7,2kml
B7M103,2ykr
B7M1M1,2ykr
B7N6J5,2ykr
B7NID0,2ykr
B7NY59,3m5g;3m5h;3m5i;3m5j
B7NYS1,3m5g;3m5h;3m5i;3m5j
B7NZB1,3hal
B7NZS8,4kzx;4kzy;4kzz
B7PKZ1,3lh4
B7QK46,4mhn;4mhp;4mhy;4mhz
B7T1D7,3mg9;3mgb;3mgc
B7T1D9,3nib
B7T1P0,2xu0;2yk0
B7TVP1,3gf3;3gf7;3glm;3gma
B7UCZ2,3pmk
B7UCZ3,3pmk
