MOLECULE_CHEMBL_ID	MOLECULE_NAME	MOLECULE_TYPE	FIRST_APPROVAL	ATC_CODE	ATC_CODE_DESCRIPTION	USAN_STEM	MECHANISM_OF_ACTION	MECHANISM_COMMENT	SELECTIVITY_COMMENT	TARGET_CHEMBL_ID	TARGET_NAME	ACTION_TYPE	ORGANISM	TARGET_TYPE	SITE_NAME	BINDING_SITE_COMMENT	MECHANISM_REFS	CANONICAL_SMILES
CHEMBL190	Theophylline	Small molecule	1940	R03DA54; R03DA05; R03DA55; R03DA74; R03DA04; R03DA02; R03DA10	R03DA54 [Respiratory System:Drugs For Obstructive Airway Diseases:Other Systemic Drugs For Obstructive Airway Diseases:Xanthines]; R03DA05 [Respiratory System:Drugs For Obstructive Airway Diseases:Other Systemic Drugs For Obstructive Airway Diseases:Xanthines]; R03DA55 [Respiratory System:Drugs For Obstructive Airway Diseases:Other Systemic Drugs For Obstructive Airway Diseases:Xanthines]; R03DA74 [Respiratory System:Drugs For Obstructive Airway Diseases:Other Systemic Drugs For Obstructive Airway Diseases:Xanthines]; R03DA04 [Respiratory System:Drugs For Obstructive Airway Diseases:Other Systemic Drugs For Obstructive Airway Diseases:Xanthines]; R03DA02 [Respiratory System:Drugs For Obstructive Airway Diseases:Other Systemic Drugs For Obstructive Airway Diseases:Xanthines]; R03DA10 [Respiratory System:Drugs For Obstructive Airway Diseases:Other Systemic Drugs For Obstructive Airway Diseases:Xanthines]		Phosphodiesterase 4A inhibitor			CHEMBL254	Phosphodiesterase 4A	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8	CN1C(=O)N(C)c2nc[nH]c2C1=O
CHEMBL1460	Didanosine	Small molecule	1991	J05AF02	J05AF02 [Antiinfectives For Systemic Use:Antivirals For Systemic Use:Direct Acting Antivirals:Nucleoside and nucleotide reverse transcriptase inhibitors]		Human immunodeficiency virus type 1 reverse transcriptase inhibitor			CHEMBL247	Human immunodeficiency virus type 1 reverse transcriptase	INHIBITOR	Human immunodeficiency virus 1	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=22e2ca82-c7b5-4f03-9a81-81e130237565, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=22e2ca82-c7b5-4f03-9a81-81e130237565	OC[C@@H]1CC[C@@H](O1)n2cnc3C(=O)NC=Nc23
CHEMBL1755	Conivaptan	Small molecule	2005	C03XA02	C03XA02 [Cardiovascular System:Diuretics:Other Diuretics:Vasopressin antagonists]	-vaptan	Vasopressin V2 receptor antagonist			CHEMBL1790	Vasopressin V2 receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=87713d73-5dcc-4158-8890-60efdbd28c05#section-12, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=87713d73-5dcc-4158-8890-60efdbd28c05#section-12	Cc1nc2CCN(C(=O)c3ccc(NC(=O)c4ccccc4c5ccccc5)cc3)c6ccccc6c2[nH]1
CHEMBL1762	Tocainide	Small molecule	1984	C01BB03	C01BB03 [Cardiovascular System:Cardiac Therapy:Antiarrhythmics, Class I And Iii:Antiarrhythmics, class Ib]		Sodium channel alpha subunit blocker			CHEMBL2331043	Sodium channel alpha subunit	BLOCKER	Homo sapiens	PROTEIN FAMILY			Name:ISBN, SrcID:9780702034718 PP. 521, 255, URL:http://www.isbnsearch.org/isbn/9780702034718	CC(N)C(=O)Nc1c(C)cccc1C
CHEMBL1766	Desoximetasone	Small molecule	1977	D07XC02; D07AC03	D07XC02 [Dermatologicals:Corticosteroids, Dermatological Preparations:Corticosteroids, Other Combinations:Corticosteroids, potent, other combinations]; D07AC03 [Dermatologicals:Corticosteroids, Dermatological Preparations:Corticosteroids, Plain:Corticosteroids, potent (group III)]		Glucocorticoid receptor agonist			CHEMBL2034	Glucocorticoid receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:16895953, URL:http://europepmc.org/abstract/MED/16895953|Name:PubMed, SrcID:16980198, URL:http://europepmc.org/abstract/MED/16980198|Name:PubMed, SrcID:17038445, URL:http://europepmc.org/abstract/MED/17038445	C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO
CHEMBL1773	Capecitabine	Small molecule	1998	L01BC06	L01BC06 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Antimetabolites:Pyrimidine analogues]	-citabine	Thymidylate synthase inhibitor			CHEMBL1952	Thymidylate synthase	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=a1de8bba-3b1d-4c9d-ab8a-32d2c05e67c8#section-13, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a1de8bba-3b1d-4c9d-ab8a-32d2c05e67c8#section-13	CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]2O[C@H](C)[C@@H](O)[C@H]2O
CHEMBL601719	Crizotinib	Small molecule	2011	L01XE16	L01XE16 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Other Antineoplastic Agents:Protein kinase inhibitors]	-tinib	ALK tyrosine kinase receptor inhibitor			CHEMBL4247	ALK tyrosine kinase receptor	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:FDA, SrcID:label/2012/202570s003lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202570s003lbl.pdf	C[C@@H](Oc1cc(cnc1N)c2cnn(c2)C3CCNCC3)c4c(Cl)ccc(F)c4Cl
CHEMBL1096562	Methyl Aminolevulinate	Small molecule	2004	L01XD03	L01XD03 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Other Antineoplastic Agents:Sensitizers used in photodynamic/radiation therapy]		DNA inhibitor	Photodynamic therapy		CHEMBL2311221	DNA	INHIBITOR	Homo sapiens	NUCLEIC-ACID			Name:DailyMed, SrcID:setid=d02af310-d097-4886-86e5-adcf6bca0533, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d02af310-d097-4886-86e5-adcf6bca0533	COC(=O)CCC(=O)CN
CHEMBL1095930	Cefuroxime Axetil	Small molecule	1987	J01RA03	J01RA03 [Antiinfectives For Systemic Use:Antibacterials For Systemic Use:Combinations Of Antibacterials:Combinations of antibacterials]	cef-	Bacterial penicillin-binding protein inhibitor			CHEMBL2354204	Bacterial penicillin-binding protein	INHIBITOR	Bacteria	PROTEIN FAMILY			Name:DailyMed, SrcID:setid=2f439b86-59d6-4350-aeb4-c904b3781db4, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2f439b86-59d6-4350-aeb4-c904b3781db4|Name:KEGG, SrcID:D00914, URL:http://www.kegg.jp/dbget-bin/www_bget?dr:D00914|Name:PubMed, SrcID:9784768, URL:http://europepmc.org/abstract/MED/9784768	CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)OC(C)OC(=O)C)COC(=O)N)\c3occc3
CHEMBL1098319	Mesna	Small molecule	1988	R05CB05; V03AF01	R05CB05 [Respiratory System:Cough And Cold Preparations:Expectorants, Excl. Combinations With Cough Suppressants:Mucolytics]; V03AF01 [Various:All Other Therapeutic Products:All Other Therapeutic Products:Detoxifying agents for antineoplastic treatment]		Unknown										Name:FDA, SrcID:nda/2002/20-855_Mesnex_Prntlbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/20-855_Mesnex_Prntlbl.pdf	OS(=O)(=O)CCS
CHEMBL1200376	Betamethasone Benzoate	Small molecule	1982	S01CB04; H02AB01; S01BA06; A07EA04; D07AC01; D07XC01; R03BA04; S03BA03; C05AA05; R01AD06; S02BA07	S01CB04 [Sensory Organs:Ophthalmologicals:Antiinflammatory Agents And Antiinfectives In Combination:Corticosteroids/antiinfectives/mydriatics in combination]; H02AB01 [Systemic Hormonal Preparations, Excl. :Corticosteroids For Systemic Use:Corticosteroids For Systemic Use, Plain:Glucocorticoids]; S01BA06 [Sensory Organs:Ophthalmologicals:Antiinflammatory Agents:Corticosteroids, plain]; A07EA04 [Alimentary Tract And Metabolism:Antidiarrheals, Intestinal Antiinflammatory/Antiinfective :Intestinal Antiinflammatory Agents:Corticosteroids acting locally]; D07AC01 [Dermatologicals:Corticosteroids, Dermatological Preparations:Corticosteroids, Plain:Corticosteroids, potent (group III)]; D07XC01 [Dermatologicals:Corticosteroids, Dermatological Preparations:Corticosteroids, Other Combinations:Corticosteroids, potent, other combinations]; R03BA04 [Respiratory System:Drugs For Obstructive Airway Diseases:Other Drugs For Obstructive Airway Diseases, Inhalants:Glucocorticoids]; S03BA03 [Sensory Organs:Ophthalmological And Otological Preparations:Corticosteroids:Corticosteroids]; C05AA05 [Cardiovascular System:Vasoprotectives:Agents For Treatment Of Hemorrhoids And Anal :Corticosteroids]; R01AD06 [Respiratory System:Nasal Preparations:Decongestants And Other Nasal Preparations For Topical Use:Corticosteroids]; S02BA07 [Sensory Organs:Otologicals:Corticosteroids:Corticosteroids]		Glucocorticoid receptor agonist			CHEMBL2034	Glucocorticoid receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:12188035, URL:http://europepmc.org/abstract/MED/12188035|Name:PubMed, SrcID:15336699, URL:http://europepmc.org/abstract/MED/15336699|Name:PubMed, SrcID:15866114, URL:http://europepmc.org/abstract/MED/15866114	C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c5ccccc5)C(=O)CO
CHEMBL1200443	Merethoxylline Procaine	Small molecule					Sodium channel alpha subunit blocker			CHEMBL2331043	Sodium channel alpha subunit	BLOCKER	Homo sapiens	PROTEIN FAMILY			Name:DOI, SrcID:10.1056/NEJMra0907219, URL:http://www.nejm.org/doi/full/10.1056/NEJMra0907219|Name:PubMed, SrcID:13174657, URL:http://europepmc.org/abstract/MED/13174657|Name:PubMed, SrcID:14301996, URL:http://europepmc.org/abstract/MED/14301996|Name:PubMed, SrcID:15635807, URL:http://europepmc.org/abstract/MED/15635807|Name:PubMed, SrcID:22798951, URL:http://europepmc.org/abstract/MED/22798951|Name:PubMed, SrcID:5961353, URL:http://europepmc.org/abstract/MED/5961353	
CHEMBL1200472	Quazepam	Small molecule	1985	N05CD10	N05CD10 [Nervous System:Psycholeptics:Hypnotics And Sedatives:Benzodiazepine derivatives]	-azepam	GABA-A receptor; anion channel positive allosteric modulator			CHEMBL2093872	GABA-A receptor; anion channel	POSITIVE ALLOSTERIC MODULATOR	Homo sapiens	PROTEIN COMPLEX GROUP	Benzodiazepine binding site	Benzodiazepine site	Name:PubMed, SrcID:2551039, URL:http://europepmc.org/abstract/MED/2551039	Fc1ccccc1C2=NCC(=S)N(CC(F)(F)F)c3ccc(Cl)cc23
CHEMBL1200538	Betamethasone Acetate	Small molecule	1965	S01CB04; H02AB01; S01BA06; A07EA04; D07AC01; D07XC01; R03BA04; S03BA03; C05AA05; R01AD06; S02BA07	S01CB04 [Sensory Organs:Ophthalmologicals:Antiinflammatory Agents And Antiinfectives In Combination:Corticosteroids/antiinfectives/mydriatics in combination]; H02AB01 [Systemic Hormonal Preparations, Excl. :Corticosteroids For Systemic Use:Corticosteroids For Systemic Use, Plain:Glucocorticoids]; S01BA06 [Sensory Organs:Ophthalmologicals:Antiinflammatory Agents:Corticosteroids, plain]; A07EA04 [Alimentary Tract And Metabolism:Antidiarrheals, Intestinal Antiinflammatory/Antiinfective :Intestinal Antiinflammatory Agents:Corticosteroids acting locally]; D07AC01 [Dermatologicals:Corticosteroids, Dermatological Preparations:Corticosteroids, Plain:Corticosteroids, potent (group III)]; D07XC01 [Dermatologicals:Corticosteroids, Dermatological Preparations:Corticosteroids, Other Combinations:Corticosteroids, potent, other combinations]; R03BA04 [Respiratory System:Drugs For Obstructive Airway Diseases:Other Drugs For Obstructive Airway Diseases, Inhalants:Glucocorticoids]; S03BA03 [Sensory Organs:Ophthalmological And Otological Preparations:Corticosteroids:Corticosteroids]; C05AA05 [Cardiovascular System:Vasoprotectives:Agents For Treatment Of Hemorrhoids And Anal :Corticosteroids]; R01AD06 [Respiratory System:Nasal Preparations:Decongestants And Other Nasal Preparations For Topical Use:Corticosteroids]; S02BA07 [Sensory Organs:Otologicals:Corticosteroids:Corticosteroids]		Glucocorticoid receptor agonist			CHEMBL2034	Glucocorticoid receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:ISBN, SrcID:9780702034718 PP. 401, URL:http://www.isbnsearch.org/isbn/9780702034718	C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C
CHEMBL1200562	Hydrocortisone Valerate	Small molecule	1978	S01CB03; D07AA02; D07XA01; C05AA01; A07EA02; A01AC03; H02AB09; S01BA02; S02BA01	S01CB03 [Sensory Organs:Ophthalmologicals:Antiinflammatory Agents And Antiinfectives In Combination:Corticosteroids/antiinfectives/mydriatics in combination]; D07AA02 [Dermatologicals:Corticosteroids, Dermatological Preparations:Corticosteroids, Plain:Corticosteroids, weak (group I)]; D07XA01 [Dermatologicals:Corticosteroids, Dermatological Preparations:Corticosteroids, Other Combinations:Corticosteroids, weak, other combinations]; C05AA01 [Cardiovascular System:Vasoprotectives:Agents For Treatment Of Hemorrhoids And Anal :Corticosteroids]; A07EA02 [Alimentary Tract And Metabolism:Antidiarrheals, Intestinal Antiinflammatory/Antiinfective :Intestinal Antiinflammatory Agents:Corticosteroids acting locally]; A01AC03 [Alimentary Tract And Metabolism:Stomatological Preparations:Stomatological Preparations:Corticosteroids for local oral treatment]; H02AB09 [Systemic Hormonal Preparations, Excl. :Corticosteroids For Systemic Use:Corticosteroids For Systemic Use, Plain:Glucocorticoids]; S01BA02 [Sensory Organs:Ophthalmologicals:Antiinflammatory Agents:Corticosteroids, plain]; S02BA01 [Sensory Organs:Otologicals:Corticosteroids:Corticosteroids]	-cort-	Glucocorticoid receptor agonist			CHEMBL2034	Glucocorticoid receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=7b466e08-a51f-414c-bf87-eafed577ff2d#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=7b466e08-a51f-414c-bf87-eafed577ff2d#nlm34090-1|Name:PubMed, SrcID:6583701, URL:http://europepmc.org/abstract/MED/6583701	CCCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C)C(=O)CO
CHEMBL1200617	Rimexolone	Small molecule	1994	H02AB12; S01BA13	H02AB12 [Systemic Hormonal Preparations, Excl. :Corticosteroids For Systemic Use:Corticosteroids For Systemic Use, Plain:Glucocorticoids]; S01BA13 [Sensory Organs:Ophthalmologicals:Antiinflammatory Agents:Corticosteroids, plain]	-olone	Glucocorticoid receptor agonist			CHEMBL2034	Glucocorticoid receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:2386110, URL:http://europepmc.org/abstract/MED/2386110	CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
CHEMBL1200645	Etoposide Phosphate	Small molecule	1996	L01CB01	L01CB01 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Plant Alkaloids And Other Natural Products:Podophyllotoxin derivatives]		DNA topoisomerase II alpha inhibitor			CHEMBL1806	DNA topoisomerase II alpha	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=e28c05f0-081f-406d-8bfb-9160a6908307#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e28c05f0-081f-406d-8bfb-9160a6908307#nlm34090-1	COc1cc(cc(OC)c1OP(=O)(O)O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](O[C@@H]4O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]4O)c6cc7OCOc7cc26
CHEMBL1200694	Sevoflurane	Small molecule	1995	N01AB08	N01AB08 [Nervous System:Anesthetics:Anesthetics, General:Halogenated hydrocarbons]	-flurane	Potassium channel subfamily K member 9 opener			CHEMBL2321614	Potassium channel subfamily K member 9	OPENER	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:16402123, URL:http://europepmc.org/abstract/MED/16402123|Name:PubMed, SrcID:21788314, URL:http://europepmc.org/abstract/MED/21788314|Name:PubMed, SrcID:22226507, URL:http://europepmc.org/abstract/MED/22226507	FCOC(C(F)(F)F)C(F)(F)F
CHEMBL1200842	Piperazine Citrate	Small molecule	1954				Nematode GABA-A receptor positive modulator			CHEMBL2364676	Nematode GABA-A receptor	POSITIVE MODULATOR	Onchocercidae	PROTEIN COMPLEX GROUP			Name:ISBN, SrcID:9780702034718 PP. 670, URL:http://www.isbnsearch.org/isbn/9780702034718|Name:PubMed, SrcID:12421359, URL:http://europepmc.org/abstract/MED/12421359|Name:PubMed, SrcID:13678839, URL:http://europepmc.org/abstract/MED/13678839	OC(=O)CC(O)(CC(=O)O)C(=O)O.C1CNCCN1
CHEMBL1946170	Regorafenib	Small molecule	2012	L01XE21	L01XE21 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Other Antineoplastic Agents:Protein kinase inhibitors]	-rafenib	Stem cell growth factor receptor inhibitor			CHEMBL1936	Stem cell growth factor receptor	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:Expert, SrcID:REGORAFENIB, URL:http://chembl.blogspot.co.uk/search?q=REGORAFENIB	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)c(F)c2)ccn1
CHEMBL1946170	Regorafenib	Small molecule	2012	L01XE21	L01XE21 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Other Antineoplastic Agents:Protein kinase inhibitors]	-rafenib	Serine/threonine-protein kinase B-raf inhibitor			CHEMBL5145	Serine/threonine-protein kinase B-raf	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:Expert, SrcID:REGORAFENIB, URL:http://chembl.blogspot.co.uk/search?q=REGORAFENIB	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)c(F)c2)ccn1
CHEMBL1963683	Tafluprost	Small molecule	2012	S01EE05	S01EE05 [Sensory Organs:Ophthalmologicals:Antiglaucoma Preparations And Miotics:Prostaglandin analogues1)]	-prost	Prostanoid FP receptor agonist			CHEMBL1987	Prostanoid FP receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=d51cbf25-003c-4ba7-86cf-921637ef37a0, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d51cbf25-003c-4ba7-86cf-921637ef37a0	CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\C(F)(F)COc2ccccc2
CHEMBL1964120	Taliglucerase Alfa	Enzyme	2012	A16AB11	A16AB11 [Alimentary Tract And Metabolism:Other Alimentary Tract And Metabolism Products:Other Alimentary Tract And Metabolism Products:Enzymes]	-ase	Glucocerebroside hydrolytic enzyme	Given in cases of gaucher disease to overcome a deficiency of beta-glucocerebrosidase activity. Imiglucerase catalyses the hydrolysis of glucocerebroside to glucose and ceramide		CHEMBL2364176	Glucocerebroside	HYDROLYTIC ENZYME	Homo sapiens	SMALL MOLECULE			Name:DailyMed, SrcID:setid=fa3cbd5d-677c-4b19-9032-d9182cb69a83, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fa3cbd5d-677c-4b19-9032-d9182cb69a83	
CHEMBL2010601	Ivacaftor	Small molecule	2012	R07AX02	R07AX02 [Respiratory System:Other Respiratory System Products:Other Respiratory System Products:Other respiratory system products]		Cystic fibrosis transmembrane conductance regulator positive modulator			CHEMBL4051	Cystic fibrosis transmembrane conductance regulator	POSITIVE MODULATOR	Homo sapiens	SINGLE PROTEIN		Mode of action is potentiator, so likely allosteric	Name:DailyMed, SrcID:setid=0ab0c9f8-3eee-4e0f-9f3f-c1e16aaffe25#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0ab0c9f8-3eee-4e0f-9f3f-c1e16aaffe25#nlm34090-1	CC(C)(C)c1cc(c(NC(=O)C2=CNc3ccccc3C2=O)cc1O)C(C)(C)C
CHEMBL2095212	Mirabegron	Small molecule	2012	G04BD12	G04BD12 [Genito Urinary System And Sex Hormones:Urologicals:Urologicals:Drugs for urinary frequency and incontinence]	-begron	Beta-3 adrenergic receptor agonist			CHEMBL246	Beta-3 adrenergic receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:Expert, SrcID:MIRABEGRON, URL:http://chembl.blogspot.co.uk/search?q=MIRABEGRON	Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1
CHEMBL2097081	Nitroprusside	Small molecule	1981	C02DD01	C02DD01 [Cardiovascular System:Antihypertensives:Arteriolar Smooth Muscle, Agents Acting On:Nitroferricyanide derivatives]		Soluble guanylate cyclase activator			CHEMBL2111348	Soluble guanylate cyclase	ACTIVATOR	Homo sapiens	PROTEIN COMPLEX GROUP	Soluble guanylate cyclase beta subunit	Heterodimer, beta (1 or 2) is binding site	Name:DailyMed, SrcID:setid=6a44bcac-a0e1-4069-5691-db7b83dbb4b7#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6a44bcac-a0e1-4069-5691-db7b83dbb4b7#nlm34090-1|Name:PubMed, SrcID:18307997, URL:http://europepmc.org/abstract/MED/18307997	
CHEMBL2103752	Ziconotide	Protein	2004	N02BG08	N02BG08 [Nervous System:Analgesics:Other Analgesics And Antipyretics:Other analgesics and antipyretics]	-tide	Voltage-gated N-type calcium channel alpha-1B subunit blocker			CHEMBL4478	Voltage-gated N-type calcium channel alpha-1B subunit	BLOCKER	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=db671a67-346d-4d55-bfe3-eeecf60da01f, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=db671a67-346d-4d55-bfe3-eeecf60da01f|Name:PubMed, SrcID:19300539, URL:http://europepmc.org/abstract/MED/19300539	CSCC[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CSSC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC3=O)C(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc4ccc(O)cc4)NC1=O)[C@@H](C)O
CHEMBL2107885	Reteplase	Enzyme	1996	B01AD07	B01AD07 [Blood And Blood Forming Organs:Antithrombotic Agents:Antithrombotic Agents:Enzymes]	-ase	Plasminogen activator			CHEMBL1801	Plasminogen	ACTIVATOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=e9ae6656-977c-4105-8528-bee664aab27a#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e9ae6656-977c-4105-8528-bee664aab27a#nlm34090-1	
CHEMBL2108570	Abobotulinumtoxina	Unknown	2009			-tox-	Synaptosomal-associated protein 25 inhibitor	BOTOX blocks neuromuscular transmission by binding to acceptor sites on motor or sympathetic nerve terminals, entering the nerve terminals, and inhibiting the release of acetylcholine. This inhibition occurs as the neurotoxin cleaves SNAP-25, a protein integral to the successful docking and release of acetylcholine from vesicles situated within nerve endings.		CHEMBL2364159	Synaptosomal-associated protein 25	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:FDA, SrcID:label/2012/125274s0052lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/125274s0052lbl.pdf	
CHEMBL2221329	Ivermectin	Unknown	1996	P02CF01	P02CF01 [Antiparasitic Products, Insecticides And Repellents:Anthelmintics:Antinematodal Agents:Avermectines]	-ectin	Glutamate-gated chloride channel modulator			CHEMBL2363050	Glutamate-gated chloride channel	MODULATOR	Strongyloides stercoralis	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=ca7955b4-4d43-4e44-a239-c8145cf52305, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ca7955b4-4d43-4e44-a239-c8145cf52305|Name:ISBN, SrcID:9780702034718 PP. 671, URL:http://www.isbnsearch.org/isbn/9780702034718|Name:PubMed, SrcID:13678839, URL:http://europepmc.org/abstract/MED/13678839	CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]3C[C@@H](C\C=C(/C)\[C@@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)\C=C\C=C\6/CO[C@@H]7[C@H](O)C(=CC(C(=O)O3)[C@@]67O)C)O2.CO[C@H]8C[C@H](O[C@H]9[C@H](C)O[C@H](C[C@@H]9OC)O[C@H]%10[C@@H](C)\C=C\C=C\%11/CO[C@@H]%12[C@H](O)C(=CC(C(=O)O[C@H]%13C[C@@H](C\C=C\%10/C)O[C@@]%14(CC[C@H](C)[C@H](O%14)C(C)C)C%13)[C@@]%11%12O)C)O[C@@H](C)[C@@H]8O
CHEMBL2364968	Ergoloid	Small molecule	1953	C04AE01; C04AE51	C04AE01 [Cardiovascular System:Peripheral Vasodilators:Peripheral Vasodilators:Ergot alkaloids]; C04AE51 [Cardiovascular System:Peripheral Vasodilators:Peripheral Vasodilators:Ergot alkaloids]	-erg-	Serotonin 1b (5-HT1b) receptor agonist			CHEMBL1898	Serotonin 1b (5-HT1b) receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:ISBN, SrcID:0443-059748 PP.167, URL:http://www.isbnsearch.org/isbn/0443059748|Name:PubMed, SrcID:2869188, URL:http://europepmc.org/abstract/MED/2869188	CCC(C)[C@@H]1N2C(=O)[C@](NC(=O)[C@@H]3C[C@H]4[C@@H](Cc5c[nH]c6cccc4c56)N(C)C3)(O[C@@]2(O)[C@@H]7CCCN7C1=O)C(C)C.CC(C)C[C@@H]8N9C(=O)[C@](NC(=O)[C@@H]%10C[C@H]%11[C@@H](Cc%12c[nH]c%13cccc%11c%12%13)N(C)C%10)(O[C@@]9(O)[C@@H]%14CCCN%14C8=O)C(C)C.CC(C)[C@@H]%15N%16C(=O)[C@](NC(=O)[C@@H]%17C[C@H]%18[C@@H](Cc%19c[nH]c%20cccc%18c%19%20)N(C)C%17)(O[C@@]%16(O)[C@@H]%21CCCN%21C%15=O)C(C)C.CC(C)[C@@]%22(NC(=O)[C@@H]%23C[C@H]%24[C@@H](Cc%25c[nH]c%26cccc%24c%25%26)N(C)C%23)O[C@@]%27(O)[C@@H]%28CCCN%28C(=O)[C@H](Cc%29ccccc%29)N%27C%22=O
